,actor,grade_avg,grade_sum,appearances,gender,year_avg,birth_year,main_genre,2nd_genre,director,2nd_director,treatment,propensity_score
90,Kelly_Royce,1.901881873,13.31317311,7,F,1972,1967,Comedy,,Henri_Pachard,Paul_Thomas,0,0.239259273
72,Phillips_Lord,2.598496005,5.196992009,2,M,2007.5,1902,Drama,,William_A._Seiter,,0,0.234037018
32,Amy_Yasbeck,4.503092763,18.01237105,4,F,1976,1962,Comedy,Drama,Mel_Brooks,Melanie_Mayron,0,0.2037118
199,Ariana_DeBose,4.171741653,12.51522496,3,F,1928,1991,Drama,Thriller,Steven_Spielberg,Sam_Zalutsky,0,0.263462214
180,Barbara_Leonard,1.984887438,7.939549753,4,F,2021,1908,Drama,,William_Dieterle,Claude_Autant-Lara,0,0.261438564
4,Sean_Kenny,1.316471151,2.632942302,2,M,2004.5,1929,Drama,Music,Henri_Pachard,Steven_Roby,0,0.161922874
257,Becky_Savage,1.215122022,29.16292854,24,F,2010,1958,Drama,Comedy,Hal_Freeman,Gerd_Wasmund,1,0.288899494
265,Lotti_Loder,1.551477476,4.654432428,3,F,1975.666667,1910,Drama,Musical,Michael_Curtiz,Lloyd_Bacon,0,0.289004055
112,Robert_F._Simon,3.213598665,16.06799333,5,M,1925.846154,1908,Drama,Fantasy,Nicholas_Ray,Harold_Young,0,0.245993166
285,Diane_Lane,4.142517457,256.8360823,62,F,2013,1965,Drama,Romance,Zack_Snyder,Tony_Goldwyn,1,0.292202068
210,Hattie_Delaro,1.947386651,5.842159953,3,F,1990,1861,Drama,Romance,Robert_Z._Leonard,Wilfrid_North,0,0.267336807
198,Rachel_Zegler,5.508067771,11.01613554,2,F,2016,2001,Drama,,Steven_Spielberg,,0,0.263462214
0,Ted_Heyck,0.658852527,0.658852527,1,M,2012,1941,Drama,,Henri_Pachard,,0,0.161922874
290,Hugh_Sothern,1.458927326,5.835709306,4,M,1927,1881,Drama,,Charles_C._Coleman,Joseph_Kane,0,0.292819264
45,Heather_Graham,3.224251705,199.9036057,62,F,2020,1970,Drama,Romance,Jay_Roach,Trent_Cooper,1,0.211303656
171,G._Pat_Collins,2.663996019,5.327992038,2,M,1989.098361,1895,Drama,Musical,Lewis_Milestone,Thornton_Freeland,0,0.260651888
291,Leona_Maricle,1.286285892,3.858857676,3,F,2012,1905,Drama,,Charles_C._Coleman,Ray_McCarey,0,0.292819264
75,Effie_Palmer,2.598496005,5.196992009,2,F,2008.891304,1890,Drama,,William_A._Seiter,,0,0.234037018
149,Patrick_McVey,3.146179239,3.146179239,1,M,2020,1910,Drama,,Elia_Kazan,,0,0.25598596
148,Patricia_Joyce,3.146179239,3.146179239,1,F,1983,1934,Drama,,Elia_Kazan,,0,0.25598596
192,Michael_Sacks,3.816807588,15.26723035,4,M,1966.25,1948,Drama,,Steven_Spielberg,Donald_Wrye,0,0.263462214
185,David_Alvarez,5.508067771,22.03227108,4,M,1981.5,1994,Drama,,Steven_Spielberg,,0,0.263462214
280,Julia_Foster,2.621198732,15.72719239,6,F,2015.125,1943,Drama,,George_Sidney,Ken_Hughes,0,0.289585327
176,Eli_Roth,5.126349303,20.50539721,4,M,1984,1972,Drama,Adventure,Quentin_Tarantino,Fruit_Chan,0,0.260667214
40,Robert_Cole,1.788210264,10.72926158,6,M,1976.555556,1920,Drama,,Anthony_Spinelli,Kendall_Stewart,0,0.208400341
76,Mitzi_Mayfair,2.661611542,2.661611542,1,F,2004.142857,1914,Drama,,William_A._Seiter,,0,0.234037018
122,David_Davidson,1.276419878,7.658519268,6,M,2019.5,1908,Comedy,Sci-Fi,Shaun_Costello,Joseph_W._Sarno,0,0.254017013
123,Alvar_Stugard,0.99331535,2.979946049,3,M,2015,1945,Comedy,,Shaun_Costello,,0,0.254017013
206,Hugh_Williams,2.01094019,50.27350475,25,M,1979,1904,Drama,Romance,Robert_Z._Leonard,Hamilton_MacFadden,1,0.267336807
224,Harry_Earles,3.248378426,3.248378426,1,M,2010,1902,Drama,,Jack_Conway,,0,0.276447815
71,Baron_Hesse,1.465385824,2.930771649,2,M,2019,1885,Drama,,William_A._Seiter,,0,0.234037018
85,Sheena_Horne,1.683724514,20.20469416,12,F,1963.25,1966,Comedy,Mystery,Henri_Pachard,C.C._Williams,1,0.239259273
73,Otto_Matieson,1.436845686,17.24214823,12,M,2014,1893,Drama,Adventure,William_A._Seiter,Alan_Crosland,1,0.234037018
37,Isabela_Merced,4.514500646,40.63050582,9,F,1934.454545,2001,Drama,Adventure,James_Bobin,Stefano_Sollima,1,0.207982268
187,Frances_O'Connor,4.114994955,189.2897679,46,F,1974,1914,Drama,Sci-Fi,Steven_Spielberg,Francesca_Gregorini,1,0.263462214
183,Simone_Simon,3.051534442,91.54603325,30,F,1929.75,1911,Drama,Fantasy,William_Dieterle,Robert_Wise,1,0.261438564
9,Viggo_Mortensen,4.548881191,222.8951784,49,M,2018,1958,Drama,Adventure,Ridley_Scott,Tony_Goldwyn,1,0.166684485
256,Shia_Jung,1.114206621,1.114206621,1,F,2003.5,1916,Adventure,,Harry_S._Webb,,0,0.288592146
260,Edna_Best,2.803224667,30.83547134,11,F,2019,1900,Drama,Romance,Michael_Curtiz,Alfred_Hitchcock,1,0.289004055
106,Jeffrey_Hunter,2.87134894,189.50903,66,M,2003.470588,1926,Drama,Western,Nicholas_Ray,Robert_D._Webb,1,0.245993166
302,Purple_Passion,1.251980281,8.763861966,7,F,2013.916667,1964,Adult,,Ron_Jeremy,Charlie_Diamond,0,0.294601248
208,Mae_Murray,1.863539005,29.81662408,16,F,2016,1889,Drama,History,Robert_Z._Leonard,Léonce_Perret,1,0.267336807
188,Miranda_Otto,3.66994818,95.41865267,26,F,1993.75,1967,Drama,Adventure,Steven_Spielberg,David_F._Sandberg,1,0.263462214
8,Ben_Kingsley,4.184977153,355.723058,85,M,1967.8,1943,Drama,Adventure,Ridley_Scott,Martin_Scorsese,1,0.166684485
292,Don_Terry,1.507882544,31.66553342,21,M,2017.5,1902,Drama,Adventure,Charles_C._Coleman,Christy_Cabanne,1,0.292819264
49,Sasha_Sean,1.827476271,9.137381355,5,F,2011,1969,Drama,,Ron_Jeremy,Tina_Marie,0,0.212356756
164,Van_Heflin,3.308348876,228.2760725,69,M,2017.833333,1908,Drama,Film-Noir,Lewis_Milestone,W.S._Van_Dyke,1,0.260651888
293,Rita_Hayworth,2.975184769,252.8907054,85,F,2013,1918,Drama,Crime,Charles_C._Coleman,Charles_Vidor,1,0.292819264
77,Lucy_Beaumont,1.773592102,35.47184205,20,F,2019.333333,1869,Drama,Musical,William_A._Seiter,Richard_Thorpe,1,0.234037018
145,Karl_Malden,4.13925631,235.9376097,57,M,1985,1912,Drama,Crime,Elia_Kazan,Franklin_J._Schaffner,1,0.25598596
152,Mildred_Dunnock,3.038699887,51.65789808,17,F,2009.333333,1901,Drama,Animation,Elia_Kazan,John_Sturges,1,0.25598596
186,Ciarán_Hinds,4.455821913,106.9397259,24,M,2019.5,1953,Drama,Crime,Steven_Spielberg,Jan_de_Bont,1,0.263462214
189,Mark_Rylance,4.698850604,79.88046027,17,M,2022,1960,Drama,Family,Steven_Spielberg,Christopher_Nolan,1,0.263462214
274,Jean_Rogers,1.999880667,163.9902147,82,F,2013,1916,Drama,Romance,George_Sidney,Lew_Landers,1,0.289585327
174,Michael_Madsen,2.314504253,786.9314459,340,M,2003,1957,Drama,Crime,Quentin_Tarantino,Josh_Evans,1,0.260667214
39,Richard_Smedley,1.260017503,23.94033256,19,M,1966,1946,Drama,Thriller,Anthony_Spinelli,Al_Adamson,1,0.208400341
74,Colleen_Moore,1.727478504,72.55409718,42,F,2014,1899,Drama,Romance,William_A._Seiter,Alfred_E._Green,1,0.234037018
126,Mel_White,1.003387791,9.030490117,9,M,1981,1940,Comedy,,Shaun_Costello,Robert_Michaels,1,0.254017013
125,Marc_Stevens,1.332778191,121.2828153,91,M,1933,1943,Comedy,Drama,Shaun_Costello,Leonard_Kirtman,1,0.254017013
205,Rod_Pierce,1.766737862,7.066951448,4,M,2011.5,1959,Romance,,Shaun_Costello,J.D._Marlowe,0,0.266193919
220,Charles_Butterworth,2.218103737,104.2508756,47,M,2001,1896,Drama,Musical,Jack_Conway,Roy_Del_Ruth,1,0.276447815
78,Edward_Earle,1.601299085,35.22857987,22,M,2003,1882,Drama,,William_A._Seiter,David_Selman,1,0.234037018
613,Sudie_Bond,3.952852909,11.85855873,3,F,1979,1923,Drama,,Robert_Altman,Joseph_Anthony,0,0.338946115
511,Lari_White,7.006535896,7.006535896,1,F,2015,1965,Drama,,Robert_Zemeckis,,0,0.326779805
541,George_Grandee,1.058221187,2.116442374,2,M,2006,1900,Drama,,Sam_Newfield,,0,0.328398302
392,Richard_Karlan,2.016536164,2.016536164,1,M,1978.8,1919,Drama,,Joseph_Kane,,0,0.307518887
528,Robert_Lowell,1.406720972,5.626883889,4,M,2019,1917,Drama,,Sam_Newfield,,0,0.328398302
320,Olin_Howland,1.777894277,8.889471386,5,M,2022,1886,Drama,,John_Farrow,Robert_Florey,0,0.30010659
403,Edwin_Phillips,3.873356299,3.873356299,1,M,1975,1911,Drama,,William_A._Wellman,,0,0.307959036
404,Jan_Clayton,1.861298136,11.16778882,6,F,1920.666667,1917,Drama,,William_A._Wellman,Budd_Boetticher,0,0.307959036
372,Winnie_Lau,1.471036283,2.942072565,2,F,1987,1971,Adventure,,Jing_Wong,Kin-Nam_Cho,0,0.306278716
580,Remus_Choi,2.159120129,2.159120129,1,M,2012,1967,Crime,,Jing_Wong,,0,0.334475185
609,Sally_Kellerman,2.535758035,98.89456336,39,F,2013,1937,Drama,Fantasy,Robert_Altman,Zalman_King,1,0.338946115
551,Madeleine_Guitty,1.769364729,10.61618838,6,F,1974,1870,Drama,,Anatole_Litvak,André_Chotin,0,0.329446437
340,Anne_Carlisle,2.936961482,5.873922965,2,F,2019,1956,Drama,Thriller,Larry_Cohen,Slava_Tsukerman,0,0.303371029
380,Virginia_Maskell,2.40035901,9.601436038,4,F,1954,1936,Drama,Romance,Ralph_Thomas,Pat_Jackson,0,0.307290604
484,Elizabeth_Inglis,2.059824245,4.11964849,2,F,2015,1913,Drama,,Ray_Enright,,0,0.322163443
391,Paul_Porcasi,1.936049657,3.872099314,2,M,2001.272727,1879,Drama,,Joseph_Kane,Marion_Gering,0,0.307518887
540,William_Franklin,1.058221187,2.116442374,2,M,1933,1906,Drama,,Sam_Newfield,,0,0.328398302
336,Alexa_PenaVega,3.392794299,71.24868027,21,F,1997.352941,1988,Adventure,Comedy,Robert_Rodriguez,Angel_Gracia,1,0.301584851
504,Giuliano_Persico,1.7817462,1.7817462,1,M,1997,1935,Drama,,Alberto_De_Martino,,0,0.326555988
478,Gene_Hackman,4.205025489,412.092498,98,M,2005,1930,Drama,Crime,Nicholas_Meyer,David_Mirkin,1,0.320855954
423,Kay_Kendall,2.730049992,30.03054991,11,F,2017,1927,Drama,Musical,George_Cukor,Gordon_Parry,1,0.310760841
483,Antonio_Tarver,5.898047518,17.69414255,3,M,1987.333333,1968,Drama,,Sylvester_Stallone,,0,0.321135673
405,Dorothy_Coonan_Wellman,3.873356299,3.873356299,1,F,2007.333333,1913,Drama,,William_A._Wellman,,0,0.307959036
458,William_L._Thorne,2.101985554,8.407942216,4,M,1956,1878,Drama,,D.W._Griffith,Harry_L._Fraser,0,0.31715978
424,Sheila_Bond,3.414113719,3.414113719,1,F,2019.333333,1927,Drama,,George_Cukor,,0,0.310760841
473,Joan_Allen,4.629619992,143.5182197,31,F,2019,1956,Drama,Mystery,Michael_Mann,James_D._Stern,1,0.320267423
584,Margot_Grahame,2.218615116,59.90260813,27,F,2016.666667,1911,Drama,History,George_Nichols_Jr.,Benjamin_Stoloff,1,0.334713373
363,Matt_Lansing,2.244418523,2.244418523,1,M,2013,1965,Comedy,,Ron_Jeremy,,0,0.305014345
611,Ann_Prentiss,4.266704193,8.533408386,2,F,2010,1939,Drama,,Robert_Altman,,0,0.338946115
317,Rick_Cassidy,1.106186429,50.88457575,46,M,2020,1943,Comedy,Adult,Anthony_Spinelli,Simon_L._Egree,1,0.299989123
493,Jeff_Bridges,4.195727736,390.2026794,93,M,2017,1949,Drama,Adventure,Joseph_Kosinski,William_Richert,1,0.322672082
616,Emile_Meyer,2.622206244,13.11103122,5,M,1981,1910,Drama,,Andrew_V._McLaglen,R.G._Springsteen,0,0.34002624
431,Violet_Kemble_Cooper,2.806208379,5.612416757,2,F,2018,1886,Drama,,George_Cukor,,0,0.310760841
342,Richard_Roundtree,2.44120572,126.9426974,52,M,1930,1942,Drama,Crime,Larry_Cohen,Oley_Sassone,1,0.303371029
456,Alfred_Lunt,2.327490649,9.309962594,4,M,2007,1892,Drama,Romance,D.W._Griffith,Albert_Parker,0,0.31715978
448,Lena_Waithe,6.493885099,6.493885099,1,F,2020,1984,Adventure,,Steven_Spielberg,,0,0.3166566
524,Lora_Lee_Michel,1.908529161,1.908529161,1,F,2005,1940,Drama,,Sam_Newfield,,0,0.328398302
385,Adrian_Morris,1.106028553,1.106028553,1,M,2001,1907,Drama,,Joseph_Kane,,0,0.307518887
419,Jacqueline_deWit,2.533467397,12.66733698,5,F,1963.64,1912,Crime,Adventure,William_A._Seiter,Charles_Lamont,0,0.310620062
453,Ke_Huy_Quan,5.24100395,36.68702765,7,M,1988.9375,1971,Adventure,Fantasy,Steven_Spielberg,Chi-Hwa_Chen,0,0.3166566
479,Robert_Z._Leonard,1.107405469,1.107405469,1,M,2020,1889,Adventure,,Robert_Z._Leonard,,0,0.320972579
536,Don_Barclay,1.860289306,11.16173584,6,M,2014,1892,Drama,,Sam_Newfield,Arthur_Lubin,0,0.328398302
560,Joy_Hodges,1.139352863,7.975470041,7,F,1970,1915,Drama,Adventure,Charles_Lamont,Otis_Garrett,0,0.332989358
415,Orfa_Casanova,1.417218533,1.417218533,1,F,2001.5,1871,Drama,,Walter_Lang,,0,0.308231584
412,Freddie_Steele,3.943501344,19.71750672,5,M,2011,1912,Drama,,William_A._Wellman,,0,0.307959036
591,Conan_Lee,2.195016498,17.56013198,8,M,1977,1959,Adventure,Comedy,Chia-Liang_Liu,Brad_Tanenbaum,0,0.335838747
561,Baby_Sandy,0.944208288,3.776833152,4,F,1972.8,1938,Drama,,Charles_Lamont,Harold_Young,0,0.332989358
565,Wilhelm_von_Brincken,1.397229723,6.986148615,5,M,2019.75,1881,Drama,Adventure,Charles_Lamont,Howard_Bretherton,0,0.332989358
384,Brenda_Benet,1.574165146,1.574165146,1,F,2003,1945,Drama,,Joseph_Kane,,0,0.307518887
461,Clarine_Seymour,2.609216818,18.26451773,7,F,1923.5,1898,Drama,Romance,D.W._Griffith,,0,0.31715978
449,Alison_Doody,4.246220667,25.477324,6,F,2017,1966,Adventure,Comedy,Steven_Spielberg,Francis_Megahy,0,0.3166566
522,Joan_Barclay,1.681055497,82.37171935,49,F,2006.176471,1914,Drama,War,Sam_Newfield,Robert_F._Hill,1,0.328398302
595,Crane_Wilbur,1.302468775,6.512343873,5,M,2017,1886,Adventure,,Frank_R._Strayer,John_Reinhardt,0,0.336411397
614,Carol_Burnett,3.349888717,46.89844204,14,F,1968.9,1933,Drama,Romance,Robert_Altman,Vicky_Jenson,1,0.338946115
508,Robin_Wright,4.596193907,170.0591746,37,F,2019.666667,1966,Drama,Romance,Robert_Zemeckis,M._Night_Shyamalan,1,0.326779805
521,Hugh_Beaumont,1.992806932,75.72666341,38,M,2020,1909,Drama,Adventure,Sam_Newfield,William_Berke,1,0.328398302
386,Chill_Wills,2.267620905,113.3810453,50,M,1974,1902,Drama,Romance,Joseph_Kane,David_Howard,1,0.307518887
527,Dennis_Moore,1.463308784,79.01867435,54,M,2018,1908,Drama,Crime,Sam_Newfield,Wallace_Fox,1,0.328398302
318,Tom_Tryon,2.721641145,54.43282289,20,M,1953.5,1926,Drama,History,John_Farrow,Michael_Curtiz,1,0.30010659
401,Robert_Mitchum,3.386597617,409.7783117,121,M,1998,1917,Drama,Romance,William_A._Wellman,Lloyd_Bacon,1,0.307959036
400,Margo,2.078991626,35.34285764,17,F,1920,1917,Drama,Horror,William_A._Wellman,John_H._Auer,1,0.307959036
371,Barbie_Hsu,2.184538617,17.47630894,8,F,1922,1976,Adventure,Comedy,Jing_Wong,Lisheng_Lin,0,0.306278716
577,Jing_Wong,1.500783225,27.01409805,18,M,1993.545455,1955,Crime,Romance,Jing_Wong,Aman_Chang,1,0.334475185
619,Linda_Hutchings,1.840501844,3.681003689,2,F,1942.666667,1932,Drama,History,Andrew_V._McLaglen,Raoul_Walsh,0,0.34002624
547,Kay_Hammond,2.207898961,22.07898961,10,F,1957,1909,Drama,Fantasy,Anatole_Litvak,David_Lean,1,0.329446437
339,Jeannie_Berlin,2.961089853,35.53307823,12,F,1978,1949,Drama,Fantasy,Larry_Cohen,Elaine_May,1,0.303371029
381,Sylva_Koscina,2.402369035,110.5089756,46,F,1967,1933,Drama,War,Ralph_Thomas,Roberto_Bianchi_Montero,1,0.307290604
487,Alice_Day,1.700528411,20.40634094,12,F,2011,1905,Drama,Romance,Ray_Enright,Richard_Thorpe,1,0.322163443
387,Eugene_Pallette,2.286789745,205.811077,90,M,2020,1889,Drama,Romance,Joseph_Kane,Gregory_La_Cava,1,0.307518887
525,Sid_Melton,1.308246427,15.69895713,12,M,1987.6,1917,Drama,Crime,Sam_Newfield,Eddie_Davis,1,0.328398302
335,Rowan_Blanchard,2.498689286,17.490825,7,F,2017.75,2001,Adventure,Fantasy,Robert_Rodriguez,Mark_Blanchard,0,0.301584851
505,George_Coulouris,2.618841641,49.75799118,19,M,2016,1903,Drama,Horror,Alberto_De_Martino,John_Farrow,1,0.326555988
480,Charles_Manley,1.107405469,1.107405469,1,M,1996,1830,Adventure,,Robert_Z._Leonard,,0,0.320972579
434,Carrie_Henn,7.654261494,22.96278448,3,F,2019,1976,Adventure,,James_Cameron,,0,0.311606951
482,Burt_Young,2.895601224,156.3624661,54,M,2012,1940,Drama,Sport,Sylvester_Stallone,Valerie_Breiman,1,0.321135673
398,Ann_Harding,2.485161093,126.7432157,51,F,2019,1902,Drama,Romance,William_A._Wellman,Richard_Thorpe,1,0.307959036
455,George_Fawcett,1.883640535,71.57834032,38,M,1958,1860,Drama,Romance,D.W._Griffith,Allan_Dwan,1,0.31715978
426,Anna_Magnani,3.09264159,105.1498141,34,F,1971.333333,1908,Drama,Romance,George_Cukor,Roberto_Rossellini,1,0.310760841
471,Wakako_Sakai,2.190216411,6.570649233,3,F,1931,1949,Drama,Mystery,Masaki_Kobayashi,Michio_Yamamoto,0,0.320190126
589,Kana_Kurashina,1.758053141,12.30637199,7,F,2013.5,1987,Drama,Family,Keishi_Otomo,Masahiko_Nagasawa,0,0.335349026
358,Francois_Papillon,1.414223959,53.74051044,38,M,2012.666667,1958,Comedy,Drama,Ron_Jeremy,Leonard_Kirtman,1,0.305014345
612,Glenda_Jackson,2.897794954,86.93384862,30,F,1965,1936,Drama,Comedy,Robert_Altman,Ken_Russell,1,0.338946115
315,Jonathan_Morgan,1.147891605,3.443674815,3,M,2008.285714,1966,Comedy,Drama,Anthony_Spinelli,John_T._Bone,0,0.299989123
492,Stathis_Giallelis,3.141034796,15.70517398,5,M,1957,1941,Western,,Elia_Kazan,Jules_Dassin,0,0.322473106
617,George_Kennedy,2.840850006,210.2229004,74,M,2012,1925,Drama,Horror,Andrew_V._McLaglen,David_Lowell_Rich,1,0.34002624
428,Katharine_Hepburn,3.832511676,222.2856772,58,F,2007.571429,1907,Drama,Romance,George_Cukor,George_Stevens,1,0.310760841
347,Ferruccio_De_Ceresa,2.945779603,8.83733881,3,M,2015,1922,Drama,,Pasquale_Festa_Campanile,Nanni_Moretti,0,0.303376842
457,Charles_Emmett_Mack,1.896168516,15.16934813,8,M,1945.853659,1895,Drama,History,D.W._Griffith,Victor_Fleming,0,0.31715978
447,Karen_Allen,4.131433575,177.6516437,43,F,2018,1951,Adventure,Drama,Steven_Spielberg,Zak_Tucker,1,0.3166566
543,Sheila_Ryan,1.892213755,177.8680929,94,F,2005,1952,Drama,Adventure,Sam_Newfield,Oliver_H.P._Garrett,1,0.328398302
388,Forrest_Tucker,2.22806416,187.1573894,84,M,1995.1,1919,Drama,Adventure,Joseph_Kane,Allan_Dwan,1,0.307518887
420,Gladys_Hulette,1.84213712,18.4213712,10,F,2002,1896,Crime,,William_A._Seiter,Walter_Edwin,1,0.310620062
446,Paul_Freeman,3.369632979,67.39265959,20,M,2012,1943,Adventure,Drama,Steven_Spielberg,Christopher_Petit,1,0.3166566
474,William_Petersen,3.847251358,53.86151901,14,M,2011.142857,1953,Drama,Mystery,Michael_Mann,James_Foley,1,0.320267423
526,Julian_Rivero,1.407435882,28.14871764,20,M,1953.857143,1890,Drama,Romance,Sam_Newfield,Robert_N._Bradbury,1,0.328398302
563,Marjorie_Main,2.638272939,126.6371011,48,F,2019,1890,Drama,Romance,Charles_Lamont,Richard_Thorpe,1,0.332989358
416,Lola_Lane,1.729784749,138.3827799,80,F,1989.666667,1906,Drama,Crime,Walter_Lang,Frank_R._Strayer,1,0.308231584
399,Wally_Cassell,3.043255981,24.34604785,8,M,2007.666667,1912,Drama,,William_A._Wellman,Ewing_Scott,0,0.307959036
593,R._Lewis_Blake,1.570227761,1.570227761,1,M,1921.8,1963,Drama,,Joe_Chappelle,,0,0.336074967
558,Nancy_Guild,3.089948031,27.80953228,9,F,1966,1925,Drama,Family,Charles_Lamont,John_Brahm,1,0.332989358
559,Robert_Paige,1.98710988,101.3426039,51,M,1955,1910,Drama,Music,Charles_Lamont,Erle_C._Kenton,1,0.332989358
389,Lynne_Roberts,1.782216321,89.11081604,50,F,2008,1922,Drama,Crime,Joseph_Kane,John_English,1,0.307518887
462,Blanche_Sweet,2.074338979,33.18942366,16,F,1939,1896,Drama,Romance,D.W._Griffith,Cecil_B._DeMille,1,0.31715978
445,Kate_Capshaw,3.833556239,80.50468103,21,F,2012,1953,Adventure,Drama,Steven_Spielberg,Armyan_Bernstein,1,0.3166566
548,Marcelle_Romée,2.399598579,2.399598579,1,F,1999,1903,Drama,,Anatole_Litvak,,0,0.329446437
596,Charles_Sellon,1.527437226,19.85668394,13,M,1960,1870,Adventure,Mystery,Frank_R._Strayer,Roy_William_Neill,1,0.336411397
846,Katerina_Helmy,1.649646483,4.948939448,3,F,1986,1939,Drama,Romance,Kostas_Karagiannis,Giorgos_Katakouzinos,0,0.359391242
758,Nancy_Welford,1.87021066,5.610631981,3,F,2016.333333,1904,Drama,Musical,Phil_Rosen,Roy_Del_Ruth,0,0.353029452
777,Linda_Ware,2.020861447,10.10430723,5,F,1999.6,1925,Drama,Comedy,Phil_Rosen,Roy_Del_Ruth,0,0.353029452
890,Sachiko_Mitsumoto,2.920308376,8.760925127,3,F,2006.5,1943,Drama,,Yôji_Yamada,,0,0.363854598
880,Dan_Pastorini,1.654629036,6.618516146,4,M,2012,1949,Drama,,Gary_Graver,Robert_J._Emery,0,0.362949336
898,George_Keymas,1.459240518,5.836962074,4,M,2002,1925,Adventure,Western,Joseph_Kane,Seymour_Friedman,0,0.365197996
855,Donald_Buka,2.654370794,10.61748318,4,M,2015.5,1920,Drama,,Gordon_Douglas,Gunther_von_Fritsch,0,0.36080732
785,Gwilym_Lee,5.196708889,15.59012667,3,M,1996,1983,Drama,Crime,Bryan_Singer,Tammi_Sutton,0,0.354042976
770,George_A._Billings,1.347209548,2.694419096,2,M,2020.111111,1870,Drama,,Phil_Rosen,,0,0.353029452
739,Richard_Norris,1.389338907,5.55735563,4,M,1926,1910,Drama,,A._Edward_Sutherland,Lawrence_Huntington,0,0.352775232
694,Susan_Terry,1.086511027,1.086511027,1,F,2013,1953,Drama,,Sergio_Grieco,,0,0.348106477
853,Marc_Cramer,2.333077851,16.33154496,7,M,2007,1918,Drama,Horror,Gordon_Douglas,Mark_Robson,0,0.36080732
918,Symona_Boniface,1.328469079,1.328469079,1,F,2009,1894,Crime,,Frank_R._Strayer,,0,0.365918687
784,Ben_Hardy,5.622231765,28.11115882,5,M,1995,1991,Drama,Thriller,Bryan_Singer,Michael_Bay,0,0.354042976
877,'Little_Billy'_Rhodes,1.34080373,6.704018652,5,M,2004.428571,1895,Drama,Western,Gary_Graver,Erle_C._Kenton,0,0.362949336
922,Ralph_Ince,1.354044778,20.31067167,15,M,2022,1887,Adventure,Drama,Walter_Lang,Ralph_Ince,1,0.365973722
810,Dorothy_Kirsten,3.17183649,3.17183649,1,F,2021,1910,Drama,,Richard_Thorpe,,0,0.356486253
802,Chester_Gan,1.725869131,3.451738262,2,M,1945.125,1908,Drama,,Richard_Thorpe,Wallace_Fox,0,0.356486253
876,Sandy_Summers,1.161193892,3.483581675,3,F,1958,1982,Drama,,Gary_Graver,Jack_Remy,0,0.362949336
729,YaYa_Gosselin,2.908896136,5.817792273,2,F,2013,2009,Comedy,Drama,Robert_Rodriguez,Yaniv_Raz,0,0.351742624
706,Edward_Raquello,1.064715389,2.129430778,2,M,1978,1900,Adventure,,Charles_C._Coleman,Charles_J._Hunt,0,0.349131331
916,Hillary_Brooke,2.31129097,90.14034784,39,F,2001,1914,Drama,Mystery,William_C._Thomas,Sam_Newfield,1,0.365837001
764,Grace_Valentine,1.655390296,1.655390296,1,F,1948,1884,Drama,,Phil_Rosen,,0,0.353029452
743,Gladys_Swarthout,1.787614713,8.938073564,5,F,2014,1897,Drama,Music,A._Edward_Sutherland,Alexander_Hall,0,0.352775232
881,Hidetaka_Yoshioka,2.862104992,40.06946989,14,M,2000.5,1970,Drama,Animation,Yôji_Yamada,Takashi_Yamazaki,1,0.363854598
655,Leonard_Freeman,2.096561751,2.096561751,1,M,1977,1920,Drama,,Jack_Arnold,,0,0.344892923
791,Nan_Wynn,1.755379166,5.266137498,3,F,2008.5,1918,Drama,Music,William_C._McGann,Charles_Barton,0,0.354799248
895,Dorothy_Appleby,1.878420758,1.878420758,1,F,1992,1906,Adventure,,Joseph_Kane,,0,0.365197996
649,Ernest_Truex,1.738088502,36.49985855,21,M,1981.5,1889,Drama,Comedy,Frederick_De_Cordova,Kurt_Neumann,1,0.344305545
705,Crawford_Weaver,1.598207959,6.392831838,4,M,2016,1908,Adventure,,Charles_C._Coleman,,0,0.349131331
760,Maria_Ouspenskaya,2.744133948,10.97653579,4,F,1925,1876,Drama,Musical,Phil_Rosen,Frank_Borzage,0,0.353029452
715,Pierre_Lottin,2.619330735,5.23866147,2,M,2018,1989,Drama,,Anne_Fontaine,Nine_Antico,0,0.350751542
749,Dorothy_Devore,1.389961209,8.339767251,6,F,2009,1899,Drama,Adventure,Albert_S._Rogell,B._Reeves_Eason,0,0.352898794
814,Don_Stewart,1.287244837,7.723469024,6,M,2006,1935,Drama,Fantasy,Al_Adamson,Paul_Wagar,0,0.356783252
766,Nell_Craig,1.528829058,4.586487175,3,F,1998,1891,Drama,Family,Phil_Rosen,Victor_Schertzinger,0,0.353029452
756,Eddie_Borden,1.586532538,3.173065076,2,M,2003,1888,Drama,,Phil_Rosen,Roland_West,0,0.353029452
840,Nikitas_Platis,1.037707411,5.188537056,5,M,2015,1912,Drama,,Kostas_Karagiannis,Giorgos_Papakostas,0,0.359391242
819,John_'Bud'_Cardos,1.819871837,7.279487348,4,M,2009,1929,Drama,,Al_Adamson,,0,0.356783252
755,Wiley_Post,2.075466282,4.150932565,2,M,2012.75,1898,Drama,,Albert_S._Rogell,,0,0.352898794
887,Masakane_Yonekura,2.281988211,11.40994106,5,M,2000,1934,Drama,Fantasy,Yôji_Yamada,Eiichi_Yamamoto,0,0.363854598
878,Jason_Powell,0.97913497,0.97913497,1,M,2011,1968,Drama,,Gary_Graver,,0,0.362949336
